DeviceID,Latitude,Longitude,Timestamp
D00128,16.311295,80.441211,2026-09-10 00:36:56.857962
D00873,16.298726,80.446477,2026-09-10 00:36:57.135621
D00008,16.288625,80.437382,2026-09-10 00:37:38.650868
D00965,16.313455,80.443758,2026-09-10 00:37:41.305703
D00559,16.2932,80.443868,2026-09-10 00:37:43.557263
D00478,16.312389,80.428486,2026-09-10 00:37:46.424346
D00165,16.313221,80.436221,2026-09-10 00:37:52.920605
D00450,16.311107,80.437711,2026-09-10 00:37:56.379680
D00581,16.300311,80.438798,2026-09-10 00:37:56.592752
D00885,16.303421,80.428472,2026-09-10 00:38:02.156694
D00502,16.309953,80.432655,2026-09-10 00:38:03.463626
D00920,16.303831,80.425286,2026-09-10 00:38:11.222821
D00770,16.315789,80.448571,2026-09-10 00:38:13.937980
D00836,16.325663,80.428462,2026-09-10 00:38:15.067713
D00642,16.299581,80.441121,2026-09-10 00:38:46.689804
D00039,16.296253,80.414774,2026-09-10 00:38:57.703783
D00429,16.303324,80.424891,2026-09-10 00:39:27.350532
D00469,16.322866,80.466881,2026-09-10 00:39:51.410830
D00375,16.303278,80.434273,2026-09-10 00:40:01.266609
D00102,16.299636,80.43489,2026-09-10 00:40:02.816716
D00509,16.328167,80.43278,2026-09-10 00:40:03.473349
D00414,16.307837,80.442807,2026-09-10 00:40:06.329096
D00038,16.302956,80.448236,2026-09-10 00:40:23.701783
D00683,16.301634,80.422632,2026-09-10 00:40:53.761758
D00493,16.305799,80.444599,2026-09-10 00:41:06.450810
D00198,16.308705,80.450526,2026-09-10 00:41:18.973881
D00896,16.298915,80.435337,2026-09-10 00:41:44.177224
D00020,16.308215,80.438494,2026-09-10 00:41:52.670949
D00580,16.321702,80.428796,2026-09-10 00:41:54.591249
D00701,16.296137,80.451245,2026-09-10 00:41:57.803802
D00009,16.309146,80.443489,2026-09-10 00:42:00.651862
D00497,16.29594,80.427382,2026-09-10 00:42:08.456523
D00174,16.305574,80.439568,2026-09-10 00:42:23.936626
D00810,16.306507,80.430701,2026-09-10 00:42:30.020825
D00586,16.312742,80.439075,2026-09-10 00:43:27.600586
D00891,16.322781,80.425327,2026-09-10 00:43:41.168731
D00667,16.3007,80.431882,2026-09-10 00:43:48.731058
D00310,16.295936,80.416832,2026-09-10 00:43:52.162331
D00522,16.30198,80.441387,2026-09-10 00:44:10.496444
D00951,16.305752,80.434893,2026-09-10 00:44:30.280662
D00276,16.310348,80.439092,2026-09-10 00:44:32.103504
D00157,16.304133,80.433337,2026-09-10 00:44:39.906928
D00833,16.304066,80.450241,2026-09-10 00:44:52.062545
D00274,16.314828,80.44291,2026-09-10 00:45:03.100504
D00964,16.291178,80.424188,2026-09-10 00:45:25.303197
D00553,16.287625,80.443934,2026-09-10 00:45:37.549542
D00753,16.309953,80.430017,2026-09-10 00:45:40.905646
D00118,16.318283,80.436491,2026-09-10 00:46:06.843859
D00964,16.291717,80.424518,2026-09-10 00:46:07.303197
D00386,16.295644,80.434108,2026-09-10 00:46:32.283745
D00278,16.295084,80.450781,2026-09-10 00:47:14.107013
D00523,16.308119,80.451273,2026-09-10 00:47:35.497529
D00756,16.295082,80.438001,2026-09-10 00:47:42.909668
D00827,16.309088,80.438084,2026-09-10 00:48:26.052023
D00329,16.323606,80.451819,2026-09-10 00:48:33.192089
D00025,16.285463,80.438549,2026-09-10 00:48:39.680475
D00863,16.299479,80.445543,2026-09-10 00:48:40.118594
D00510,16.306451,80.431155,2026-09-10 00:48:49.475349
D00953,16.29689,80.432679,2026-09-10 00:49:02.283662
D00557,16.30349,80.433783,2026-09-10 00:49:25.554540
D00467,16.301615,80.440066,2026-09-10 00:49:35.407830
D00768,16.2991,80.445444,2026-09-10 00:49:36.934731
D00730,16.307552,80.428495,2026-09-10 00:49:46.859672
D00491,16.314709,80.461242,2026-09-10 00:50:11.446805
D00720,16.305802,80.437434,2026-09-10 00:50:23.838641
D00954,16.309078,80.442016,2026-09-10 00:50:36.285662
D00760,16.301758,80.445256,2026-09-10 00:50:38.917185
D00412,16.297939,80.439162,2026-09-10 00:50:46.327097
D00260,16.312926,80.44733,2026-09-10 00:50:56.074124
